,x,Close Price
0,0.0,0.0
1,0.1,0.5491670832341408
2,0.2,1.093346653975306
3,0.30000000000000004,1.6276010333066981
4,0.4,2.147091711543253
5,0.5,2.647127693021015
6,0.6000000000000001,3.123212366975177
7,0.7000000000000001,3.5710884361884556
8,0.8,3.9867804544976138
9,0.9,4.366634548137417
10,1.0,4.707354924039483
11,1.1,5.006036800307177
12,1.2000000000000002,5.260195429836132
13,1.3,5.467790927085965
14,1.4000000000000001,5.627248649942302
15,1.5,5.737474933020272
16,1.6,5.797868015207525
17,1.7000000000000002,5.808324052262343
18,1.8,5.769238154390976
19,1.9000000000000001,5.681500438437072
20,2.0,5.546487134128409
21,2.1,5.3660468332443685
22,2.2,5.142482019097951
23,2.3000000000000003,4.8785260608836
24,2.4000000000000004,4.577315902755753
25,2.5,4.242360720519782
26,2.6,3.8775068591073207
27,2.7,3.486899401169149
28,2.8000000000000003,3.0749407507795237
29,2.9000000000000004,2.64624664606991
30,3.0,2.205600040299336
31,3.1,1.7579033121664525
32,3.2,1.3081292828620996
33,3.3000000000000003,0.8612715292837568
34,3.4000000000000004,0.42229448986584184
35,3.5,-0.003916138448099238
36,3.6,-0.41260221647426243
37,3.7,-0.7991807045424668
38,3.8000000000000003,-1.1592894547135961
39,3.9000000000000004,-1.4888307959198706
40,4.0,-1.7840124765396412
41,4.1000000000000005,-2.0413855553220537
42,4.2,-2.257878862067941
43,4.3,-2.4308296837472745
44,4.4,-2.5580103694475795
45,4.5,-2.637650588325485
46,4.6000000000000005,-2.668455018167322
47,4.7,-2.649616287820504
48,4.800000000000001,-2.580823044179202
49,4.9,-2.4622630631216618
50,5.0,-2.2946213733156924
51,5.1000000000000005,-2.0790734116386607
52,5.2,-1.8172732786007653
53,5.300000000000001,-1.5113372111195034
54,5.4,-1.1638224377799355
55,5.5,-0.7777016278519597
56,5.6000000000000005,-0.35633318936160396
57,5.7,0.0965722870118122
58,5.800000000000001,0.5769891029312175
59,5.9,1.08061667584882
60,6.0,1.6029225090053707
61,6.1000000000000005,2.139187478639525
62,6.2,2.684552985912518
63,6.300000000000001,3.2340695024217534
64,6.4,3.7827460242524684
65,6.5,4.325599940439078
66,6.6000000000000005,4.857706817566894
67,6.7,5.374249603082992
68,6.800000000000001,5.870566755693045
69,6.9,6.342198821941
70,7.0,6.784932993593945
71,7.1000000000000005,7.194845200629382
72,7.2,7.568339319245766
73,7.300000000000001,7.902183103142825
74,7.4,8.193540479058136
75,7.5,8.439999883873694
76,7.6000000000000005,8.639598360157432
77,7.7,8.790841169385002
78,7.800000000000001,8.892716726873026
79,7.9,8.944706709198861
80,8.0,8.946791233116908
81,8.1,8.899449054225432
82,8.200000000000001,8.803652783398864
83,8.3,8.660859168781467
84,8.4,8.472994540441402
85,8.5,8.242435563117452
86,8.6,7.971985489370566
87,8.700000000000001,7.664846150410911
88,8.8,7.324585964458809
89,8.9,6.955104282289423
90,9.0,6.560592426208784
91,9.1,6.14549181174676
92,9.200000000000001,5.71444957050123
93,9.3,5.272272117535309
94,9.4,4.823877127266789
95,9.5,4.374244397690953
96,9.600000000000001,3.928366093885094
